132 268
309 904
1 751
436 679
35 335
212 971
876 951
298 745
246 555
339 746
688 900
113 965
149 622
144 278
586 623
591 967
797 843
47 345
396 499
401 843
888 961
700 910
263 909
698 837
390 684
338 494
739 838
197 289
109 442
601 904
293 751
642 905
413 853
7 165
12 509
545 972
139 284
540 628
259 386
355 848
391 505
654 915
253 571
201 381
505 792
598 983
151 294
63 447
596 910
99 104
403 515
408 859
444 516
895 977
494 633
442 443
707 926
213 391
254 392
746 854
121 802
157 459
214 993
248 577
456 526
24 869
55 182
63 797
266 402
271 746
398 521
117 279
265 931
208 397
213 741
609 741
77 880
20 346
72 536
75 807
116 808
106 120
460 618
111 464
415 875
19 875
14 531
363 685
506 993
266 752
357 870
352 526
128 818
472 628
164 475
563 746
414 623
101 126
507 814
221 228
226 572
317 690
410 881
181 829
179 756
220 757
163 223
32 706
82 823
25 289
472 978
66 290
26 891
370 701
769 972
810 973
232 767
667 695
78 300
570 762
518 572
382 711
822 983
426 983
285 778
228 244
233 588
100 998
131 311
136 655
141 999
79 121
134 582
170 239
222 429
623 773
347 875
42 993
37 649
565 768
685 870
776 988
817 989
91 131
588 937
627 865
85 316
439 814
90 660
38 470
530 932
829 999
433 999
376 465
777 809
235 260
188 414
331 722
279 532
143 671
86 137
50 480
91 481
578 599
44 665
85 666
429 476
520 594
200 424
296 886
731 814
103 491
423 661
636 954
634 881
4 485
45 486
441 486
482 487
9 829
485 758
532 604
446 830
349 897
435 671
388 825
252 964
195 430
200 774
687 892
590 959
538 769
194 959
189 615
629 887
212 784
155 250
303 902
251 712
344 903
339 559
688 713
740 903
58 317
738 830
779 831
206 969
591 780
589 707
16 845
401 656
52 502
544 964
492 774
700 723
304 723
263 722
390 497
510 599
202 446
207 790
109 255
601 717
205 717
298 908
694 908
166 789
413 666
12 322
69 856
110 857
504 784
108 784
545 785
316 733
407 851
11 851
448 852
162 266
167 610
310 918
695 729
654 728
786 847
65 333
13 143
906 949
156 451
510 949
598 796
596 723
64 862
707 739
306 395
402 857
522 959
459 610
464 954
901 955
276 903
362 677
174 626
208 210
213 554
913 965
75 620
168 811
70 276
512 621
415 688
855 960
454 616
225 564
266 565
230 908
357 683
128 631
71 97
133 975
123 287
568 903
260 750
26 354
31 698
466 626
414 436
908 971
70 626
718 847
317 503
322 847
88 451
129 452
621 914
220 570
32 519
82 636
25 102
472 791
524 981
426 446
238 395
334 857
370 514
329 513
862 976
461 632
769 785
581 734
180 390
237 924
140 991
78 113
135 647
88 801
484 801
382 524
330 334
473 642
421 452
290 935
238 745
233 401
285 591
288 862
725 863
764 791
136 468
141 812
628 930
232 930
576 740
535 739
667 858
39 535
3 878
94 996
135 997
73 119
565 581
382 874
377 530
776 801
473 992
192 750
285 941
720 869
627 678
491 817
85 129
439 627
90 473
38 283
623 936
337 350
342 694
433 812
240 417
188 227
732 879
331 535
336 879
