24 97
16 93
29 32
5 83
6 48
17 94
9 90
29 68
10 54
2 50
4 96
16 70
18 30
5 60
17 71
9 67
29 45
5 96
6 61
10 31
25 47
12 77
14 37
1 67
13 78
24 87
16 83
9 44
28 57
6 38
21 54
27 97
11 89
10 44
2 40
1 80
9 57
29 35
7 96
27 74
6 51
8 97
13 32
4 63
24 41
16 37
1 57
4 99
16 73
28 47
26 86
5 63
27 87
19 83
11 79
12 44
2 30
1 34
24 54
1 70
5 40
9 47
15 90
26 99
27 64
19 60
0 83
19 96
20 61
11 92
12 57
4 53
23 66
24 31
1 47
28 37
15 67
7 63
26 76
27 41
7 99
8 64
0 60
19 73
12 34
4 30
23 43
25 89
4 66
24 44
16 40
3 70
22 83
14 79
5 30
7 76
26 89
11 46
21 96
20 51
12 47
4 43
10 86
22 60
3 83
15 57
7 53
26 66
27 31
8 54
0 50
19 63
25 79
10 99
16 30
15 34
18 39
15 70
7 66
8 31
18 75
19 40
29 90
12 37
25 56
4 33
10 76
2 72
14 46
25 92
3 73
7 43
26 56
9 89
29 67
21 63
11 49
21 99
25 69
2 85
3 50
14 59
26 33
17 70
28 79
7 56
19 30
5 95
6 60
21 76
10 66
2 62
13 77
24 86
15 37
7 33
26 46
18 42
28 92
21 53
10 43
20 93
25 59
12 89
3 40
22 53
24 99
17 60
9 56
28 69
29 34
5 85
9 92
29 70
25 36
10 56
22 30
13 67
4 98
24 76
1 92
17 73
28 82
29 47
21 43
23 88
24 53
3 30
1 69
13 80
24 89
17 50
9 46
26 98
6 40
19 95
20 60
11 91
2 42
12 92
24 66
1 82
5 52
9 59
29 37
7 98
19 72
8 99
0 95
4 65
23 78
24 43
1 59
16 75
17 40
9 36
15 79
26 88
6 30
18 84
8 76
0 72
20 50
11 81
4 42
13 47
4 78
24 56
16 52
22 95
5 42
7 88
0 49
19 62
11 58
8 89
0 85
12 59
24 33
10 98
17 30
3 95
7 65
26 78
27 43
8 66
0 62
20 40
4 32
23 45
13 37
25 91
16 42
3 72
14 81
15 46
26 55
5 32
15 82
7 78
26 91
0 39
18 87
19 52
11 48
12 49
4 45
10 88
2 84
1 39
14 58
3 85
7 55
26 68
27 33
18 64
29 79
0 52
20 30
6 95
11 61
23 35
10 65
3 62
14 71
15 36
18 41
28 91
7 68
8 33
27 46
19 42
6 72
29 92
25 58
4 35
10 78
3 39
14 48
3 75
15 49
26 58
6 85
10 55
2 51
25 71
2 87
3 52
22 65
14 61
26 35
17 72
28 81
5 97
6 62
21 78
25 48
10 68
2 64
22 42
14 38
13 79
24 88
15 39
28 58
7 35
18 44
5 74
17 85
9 81
29 59
21 55
6 75
10 45
20 95
25 61
4 87
24 65
14 51
1 81
16 97
17 62
9 58
28 71
29 36
21 32
21 68
20 72
25 38
10 58
23 77
22 32
24 78
17 39
28 48
1 94
5 64
17 75
9 71
27 88
19 84
10 35
20 85
12 81
4 77
23 90
24 55
5 41
16 87
17 52
15 91
18 96
20 62
12 58
24 32
12 94
24 68
16 64
5 54
8 65
27 78
20 39
11 70
0 97
20 75
12 71
24 45
5 31
17 42
9 38
15 81
7 77
27 55
6 32
18 86
27 91
19 87
20 52
11 83
12 48
4 44
23 57
1 38
13 49
4 80
16 54
3 84
14 93
26 67
15 94
11 60
4 57
2 96
3 97
15 71
7 67
8 32
27 45
11 37
29 91
8 68
0 64
20 42
11 73
4 34
3 74
22 87
15 48
7 44
7 80
8 45
25 70
4 47
10 90
2 86
22 64
14 60
3 87
7 57
26 70
27 35
18 66
19 31
29 81
21 77
20 32
6 97
22 41
25 83
2 99
14 73
7 34
26 47
17 84
8 35
6 74
29 94
21 90
25 60
10 80
22 54
14 50
16 96
15 51
28 70
7 47
5 86
17 97
9 93
29 71
6 87
2 53
22 31
25 73
24 77
3 54
14 63
1 93
26 37
28 83
29 48
11 30
6 64
10 34
21 80
20 84
25 50
10 70
2 66
3 31
22 44
14 40
24 90
28 60
6 41
17 87
29 61
21 57
6 77
12 93
3 44
5 53
17 64
9 60
29 38
0 96
25 40
2 56
14 30
24 80
9 37
1 96
5 66
6 31
9 73
29 51
21 47
8 77
27 90
19 86
11 82
10 37
2 33
20 87
13 48
4 79
24 57
16 53
5 43
17 54
18 98
8 90
0 86
20 64
11 95
23 69
24 34
1 50
13 61
24 70
16 66
17 31
3 96
28 40
26 79
8 67
0 63
20 41
11 72
23 46
0 99
12 73
4 69
23 82
24 47
22 86
1 63
5 33
9 40
15 83
7 79
26 92
27 57
18 88
19 53
8 80
12 50
22 99
28 30
14 95
27 34
7 92
8 57
27 70
20 31
11 62
25 82
16 33
2 98
22 76
14 72
3 99
15 73
7 69
8 34
26 82
0 30
11 39
21 89
0 66
20 44
11 75
4 36
23 49
10 79
1 30
25 95
3 76
7 46
17 96
7 82
0 43
19 56
6 86
11 52
2 88
3 53
3 89
15 63
7 59
18 68
5 98
29 83
21 79
6 99
12 30
22 43
14 39
25 85
3 66
14 75
7 36
26 49
18 45
17 86
28 95
29 60
6 76
11 42
10 46
29 96
25 62
10 82
22 56
14 52
17 63
7 49
6 53
17 99
6 89
10 59
24 79
3 56
15 30
9 72
29 50
6 66
2 32
20 86
25 52
23 91
2 68
22 46
14 42
1 72
13 83
24 92
16 88
9 49
6 43
9 85
10 49
2 45
20 99
12 95
4 91
16 65
28 39
1 85
17 66
9 62
21 36
27 79
6 56
20 76
25 42
4 68
23 81
24 46
1 62
24 82
16 78
17 43
6 33
0 75
19 88
10 39
23 58
2 35
12 85
4 81
23 94
24 59
16 55
1 75
17 56
29 30
7 91
27 69
6 46
23 71
24 36
1 52
3 98
15 72
26 81
18 77
27 82
20 43
11 74
23 48
12 75
25 94
24 49
16 45
1 65
7 81
26 94
27 59
18 90
19 55
8 82
0 78
20 56
11 87
12 52
4 48
23 61
3 88
15 62
7 58
26 71
27 36
18 67
19 32
7 94
8 59
19 68
20 33
6 98
13 30
25 84
4 61
3 65
22 78
14 74
15 75
7 71
8 36
26 84
0 32
18 80
19 45
11 41
29 95
21 91
25 97
7 48
18 57
17 98
9 94
0 45
6 88
11 54
25 74
10 94
3 55
22 68
14 64
18 34
28 84
7 61
19 35
21 81
25 51
2 67
3 32
22 45
14 41
25 87
3 68
14 77
15 42
7 38
18 47
9 84
29 62
21 58
6 78
21 94
20 98
25 64
2 80
13 95
28 74
29 39
5 90
6 55
29 75
6 91
22 35
14 31
13 72
24 81
15 32
28 51
1 97
18 37
5 67
9 74
28 87
29 52
6 68
10 38
2 34
23 93
24 58
3 35
14 44
1 74
24 94
17 55
9 51
5 80
6 45
21 61
20 65
25 31
10 51
2 47
13 62
4 93
16 67
17 32
28 41
5 57
29 42
21 38
19 77
13 39
24 48
13 75
5 34
9 41
28 54
26 93
5 70
6 35
19 90
11 86
2 37
24 61
16 57
28 31
1 77
5 47
9 54
7 93
8 58
19 67
8 94
0 90
20 68
11 99
4 60
23 73
24 38
1 54
17 35
7 70
27 48
8 71
27 84
19 80
20 45
11 76
12 41
4 37
1 31
13 42
25 96
4 73
24 51
16 47
22 90
14 86
26 60
5 37
7 83
26 96
27 61
0 44
18 92
11 53
20 58
12 54
23 63
10 93
1 44
3 90
7 60
26 73
27 38
29 84
8 61
19 70
20 35
11 66
25 86
3 67
22 80
14 76
15 41
26 50
15 77
28 96
7 73
8 38
0 34
18 82
29 97
21 93
25 63
10 83
2 79
22 57
14 53
25 99
3 80
14 89
26 63
18 59
9 96
29 74
21 70
6 90
23 30
10 60
22 34
25 76
10 96
2 92
3 57
22 70
26 40
18 36
17 77
28 86
19 37
6 67
29 87
25 53
10 73
3 34
22 47
13 84
24 93
7 40
5 79
9 86
28 99
29 64
21 60
25 30
10 50
2 46
2 82
3 47
1 86
26 30
13 97
9 63
29 41
21 37
5 92
21 73
25 43
10 63
2 59
13 74
16 79
17 44
28 53
1 99
7 30
5 69
6 34
9 76
28 89
29 54
21 50
27 93
6 70
2 36
20 90
13 51
4 82
